dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
ec062e17-ed4b-41a5-b13a-4712b6de5543,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Lymph_node,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
31f657dc-1875-4c4b-a5ca-ce63b3ef3a82,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Pancreas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
54ea5aba-3413-4c6b-a925-b4f1635d6580,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,Adult ureter immune subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
965386e9-1e4f-466d-bf59-ebdca4b66b9b,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a357414d-2042-4eb5-95f0-c58604a18bdd,Tabula Sapiens,Tabula Sapiens - Small_Intestine,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
8c42cfd0-0b0a-46d5-910c-fc833d83c45e,A molecular cell atlas of the human lung from single cell RNA sequencing,"Krasnow Lab Human Lung Cell Atlas, 10X",Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
8e47ed12-c658-4252-b126-381df8d52a3d,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,Paediatric Human Gut (4-14y),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
e0549fbf-cf9c-401a-b85f-6ba00d916e43,Human Oral and Craniofacial Cell Atlas,Minor Salivary Gland Atlas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
bb78adbb-1428-4468-bad0-63602bb974e9,Tabula Sapiens,Tabula Sapiens - Ovary,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2423ce2c-3149-4cca-a2ff-cf682ea29b5f,Tabula Sapiens,Tabula Sapiens - Kidney,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
4a90bbba-df97-4a28-83ae-7386fe7d9167,High-Resolution Transcriptomic Landscape of the Human Submandibular Gland,High-Resolution Transcriptomic Landscape of the Human Submandibular Gland,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2872f4b0-b171-46e2-abc6-befcf6de6306,Distinct microbial and immune niches of the human colon,Colon,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
44882825-0da1-4547-b721-2c6105d4a9d1,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,Human tonsil complete integrated cell set scRNA,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
12c3efd8-d515-42e6-b93c-4961e599d524,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,Adult ureter trio,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
7357cee7-9f7f-4ab0-8cec-90de8f047e38,Tabula Sapiens,Tabula Sapiens - Large_Intestine,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
4dd00779-7f73-4f50-89bb-e2d3c6b71b18,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
11ff73e8-d3e4-4445-9309-477a2c5be6f6,Integrated scRNA-Seq Identifies Human Postnatal Thymus Seeding Progenitors and Regulatory Dynamics of Differentiating Immature Thymocytes,Single-Cell Transcriptome Profiling of Immature Human Thymocytes,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
c34e5efb-9ea9-418d-9e90-601eff87dd80,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Major cell cluster: White blood cells,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
dcfd4feb-18a3-4b30-81d7-1b0c544a8ab3,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Whole dataset: Raw counts only,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d,Phenotypic variation of transcriptomic cell types in mouse motor cortex,Excitatory neurons integrated with 10X sequencing MOp data,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
a91d5064-aba3-4688-9fcd-6187b2f435a4,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Whole dataset: Normalized subset 1,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0bce33ed-455c-4e12-93f8-b7b04a2de4a1,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Whole dataset: Normalized subset 2,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
e6a47f6f-ae9a-41ff-a6f7-5f9b9dbd3e7f,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Whole dataset: Normalized subset 3,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
b47eaa46-508d-4817-8a75-5bece9ea30f9,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",Whole dataset: Normalized subset 4,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9bb9596d-f23f-4558-912f-d4dc7d52721b,Phenotypic variation of transcriptomic cell types in mouse motor cortex,CGE-derived interneurons integrated with 10X sequencing MOp data,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
42ff5b55-b848-4f4c-b7cb-b8aac107841c,Phenotypic variation of transcriptomic cell types in mouse motor cortex,MGE-derived interneurons integrated with 10X sequencing MOp data,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
f71f046d-ea2d-4470-ac38-572cbb06ee12,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e18.5 thalamic nuclei,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
6b33f0b2-90b4-4882-9a92-5af518bea2f5,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of mouse - inhibitory neurons,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e14.5 glutamatergic lineage,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
899e2906-cdb1-4dcc-8dd8-3e3fead6c910,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e12.5 glutamatergic lineage,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
6acb6637-ac08-4a65-b2d1-581e51dc7ccf,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of mouse - excitory neurons,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
a14a995b-2f1d-40df-8f61-ab2754cac630,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e18.5 glutamatergic lineage,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
2d31c0ca-0233-41ce-bd1a-05aa8404b073,Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: immune,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0ba16f4b-cb87-4fa3-9363-19fc51eec6e7,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Myeloid,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
7a419302-772d-4534-bffe-763c95b8c63d,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,Immune cells from five healthy donors,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,UMAP of Myeloid cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
601c7454-17ff-432c-8e0d-902bfddb8013,Exploring the Utility of snRNA-seq in Profiling Human Bladder Tissue: A Comprehensive Comparison with scRNA-seq,Adult bladder immune subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9aef5aa0-03b0-4d74-a7b3-64b80184ea1d,Human Oral and Craniofacial Cell Atlas,Gland Immune Atlas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
4269074c-f2c1-4d88-b2c3-0946f59d5449,Spatiotemporal analysis of human intestinal development at single-cell resolution,Spatiotemporal analysis of human intestinal development at single-cell resolution: Immune,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
54999653-92b5-40e8-8438-0456ddb62cb2,A spatial human thymus cell atlas mapped to a continuous tissue axis,thymus scRNA-seq atlas - myeloid p1 subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
30f5e171-83d7-4fc0-bf75-384f122346b3,Cell-type specific analysis of physiological action of estrogen inmouse oviducts,scRNA-seq data of human fallopian tube,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
f801b7a9-80a6-4d09-9161-71474deb58ae,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response","normal - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
bdd109f1-ca27-45dc-bb9f-473008449428,Single-Cell Transcriptomic Profiling of Human Dental Pulp in Sound and Carious Teeth: A Pilot Study,scRNA-seq data of human dental pulp,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a43aa46b-bd16-47fe-bc3e-19a052624e79,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,Liver,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d45aca3a-ddb8-4185-a462-eff1e0c7af2e,Tabula Sapiens,Tabula Sapiens - Ear,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
b4f2c50e-080f-4d37-aa21-911d2273b0da,Human Oral and Craniofacial Cell Atlas,Palate Atlas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
00ff600e-6e2e-4d76-846f-0eec4f0ae417,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,Human tonsil nonlymphoid cells scRNA,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
fbd69faa-b0c5-45ba-89c9-da938a7f5a14,A spatial human thymus cell atlas mapped to a continuous tissue axis,thymus scRNA-seq atlas - myeloid p2 subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
343ff97c-85df-494b-8400-beb937618611,Blood and immune development in human fetal bone marrow and Down syndrome,Human Fetal Bone Marrow (CITE-seq),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ec6ef004-5f30-4a40-b282-980cca20a561,Tabula Sapiens,Tabula Sapiens - Testis,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
b252b015-b488-4d5c-b16e-968c13e48a2c,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM – All cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0caedec7-1c7d-4e79-aba2-50f6916e643f,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM - Macrophages,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
72955cdb-bd92-4135-aa52-21f33f9640db,Plaque Atlas,plaque atlas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5a9cfb44-494a-4540-8db8-7143b1bb5a6f,Human Breast Cancer Single Cell Atlas,Immune Compartment,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
de5416ef-bbfa-41f3-99d4-01a3554173f5,Human Breast Cancer Single Cell Atlas,Global Atlas,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
afae4675-434d-4e89-b5ce-2854c9dc38a3,HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring,snRNA-seq of all cells in high-risk Neuroblastoma before and after chemotherapy,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
6c87755e-a671-41a8-9c7e-4e43b850a57b,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,Fresh samples (single cell),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
97d9238c-1a39-4873-b0bb-963ec2d788e6,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM - Dendritic cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
7b95971d-05e6-4060-9e52-f7148050bbba,HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring,snRNA-seq of Macrophages in high-risk Neuroblastoma before and after chemotherapy,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0bf30b02-db97-4560-b9cd-0fe3588892af,Immune Response mechanisms in the cerebrospinal fluid in leptomeningeal disease at single cell resolution,Immune Response mechanisms in the cerebrospinal fluid in leptomeningeal disease at single cell resolution,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
11a3244a-6b2f-43ca-95a5-d2cd95c482d2,A single-cell and spatially resolved atlas of human breast cancers,A single-cell and spatially-resolved atlas of human breast cancers - Myeloid,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9fddb063-056d-4202-8b8a-4b0ee531d3ce,A single-cell and spatially resolved atlas of human breast cancers,A single-cell and spatially-resolved atlas of human breast cancers,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
76b604f3-bb29-4db7-be2b-6500dc5fbdb7,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e16.5 glutamatergic lineage,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
cf83c98a-3791-4537-bbde-a719f6d73c13,"HTAN-CHOP - Single-cell multiomics reveals increased plasticity, resistant populations, and stem-cell–like blasts in KMT2A-rearranged leukemia",Global dataset of infant KMT2Ar B-ALL,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
1e4214ce-7347-4ec7-97b3-fcf7c1938e8b,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",Lung cancer 4 patients archival FFPE samples profiling with Chromium FLEX,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2dd73feb-0527-47d5-8c7b-35b6de16aecb,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-364-SMP-1321 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
be39785b-67cb-4177-be19-a40ee3747e45,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response","ccRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
6ceeaa86-9ceb-4582-b390-6d4dd6ff0572,Pediatric FGID lamina propria of ileum biopsies.,3-prime FGID data,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a77176ec-96c8-4448-a3e7-b56940bdfab6,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",Diffuse large B cell lymphoma (DLBCL) 6 patients archival FFPE samples profiling with Chromium FLEX,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
39f6fec9-2539-4b99-982b-f12888ef649a,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-514-SMP-6760 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
881e0e6b-a185-45f1-9b56-81606e91e7ff,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,Single-cell atlas of 24 hormone therapy naive localised prostate cancers,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
6de332e1-465e-4243-9412-6fdc7497e99d,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,e12.5 thalamic progenitors,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
76347874-8801-44bf-9aea-0da21c78c430,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,SCLC immune cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f,The cellular landscape of breast cancer associated malignant pleural effusions,Figure 2,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5d3fc988-765d-48ba-bfb5-151ef2988cac,The cellular landscape of breast cancer associated malignant pleural effusions,Figure 1,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ec423499-4564-4ab4-a7c2-316c72788ead,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-313-SMP-932 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
12c868c6-94df-48b5-acf2-b82f6aa14074,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-878-SMP-7149 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
cd6398a9-c0af-4467-9091-c536866535bd,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-944-SMP-7479 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
