dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
72f4798d-ba94-48ec-be01-9bb8a1f11f56,854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Spleen,Homo sapiens,200664,3884,21,0,,normal,macrophage,False,True,False,False,True,72f4798d-ba94-48ec-be01-9bb8a1f11f56.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3c75a463-6a87-4132-83a8-c3002624394d,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,Activated PBMCs - Expanded cohort CITE-seq,Homo sapiens,95064,3804,18,0,,normal,macrophage,False,True,False,False,True,3c75a463-6a87-4132-83a8-c3002624394d.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3de0ad6d-4378-4f62-b37b-ec0b75a50d94,625f6bf4-2f33-4942-962e-35243d284837,LungMAP — Human data from a broad age healthy donor group,Single-cell multiomic profiling of human lungs across age groups,Homo sapiens,46500,3793,9,0,,normal,macrophage; monocyte,False,True,False,False,True,3de0ad6d-4378-4f62-b37b-ec0b75a50d94.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
dea717d4-7bc0-4e46-950f-fd7e1cc8df7d,0f528c8a-a25c-4840-8fa3-d156fa11086f,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),Homo sapiens,225177,3592,76,0,,normal,monocyte,False,True,False,False,True,dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a51c6ece-5731-4128-8c1e-5060e80c69e4,13d1c580-4b17-4b2e-85c4-75b36917413f,Single cell derived mRNA signals across human kidney tumors,fetal,Homo sapiens,27197,3482,6,0,,normal,macrophage; monocyte,False,True,False,False,True,a51c6ece-5731-4128-8c1e-5060e80c69e4.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d7dcfd8f-2ee7-4385-b9ac-e074c23ed190,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: full,Homo sapiens,27197,3482,6,0,,normal,macrophage; monocyte,False,True,False,False,True,d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
15d374d6-0dfd-4d8e-ade7-81f73dc921ee,854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Skeletal_muscle,Homo sapiens,201575,3364,19,0,,normal,macrophage,False,True,False,False,True,15d374d6-0dfd-4d8e-ade7-81f73dc921ee.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
0041b9c3-6a49-4bf7-8514-9bc7190067a7,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Skin,Homo sapiens,17786,3321,4,0,,normal,macrophage,False,True,False,False,True,0041b9c3-6a49-4bf7-8514-9bc7190067a7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
804d9a85-665b-45c6-b204-13457fdcc7ac,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,Megakaryocyte/erythroid cells,Homo sapiens,149107,3302,25,0,,normal,macrophage,False,True,False,False,True,804d9a85-665b-45c6-b204-13457fdcc7ac.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
2b868c88-eb35-492d-ba7d-4f2d0ff3ff33,ab6823e0-506e-461b-b1f9-d30e69a01687,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,Immune cells from integrated dataset of 20 donors,Homo sapiens,14656,3158,20,0,,normal,macrophage,False,True,False,False,True,2b868c88-eb35-492d-ba7d-4f2d0ff3ff33.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8a961a54-7e37-41e4-8e7b-463b23146b17,ab6823e0-506e-461b-b1f9-d30e69a01687,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,All cell types from integrated dataset of 20 donors,Homo sapiens,167910,3158,20,0,,normal,macrophage,False,True,False,False,True,8a961a54-7e37-41e4-8e7b-463b23146b17.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
32e8a3d7-7b15-4f80-a0ff-6d2fc531e972,2d40e6a7-f2fd-49ba-9db9-6b97e4c6dad5,Human skeletal muscle ageing atlas,Immune Cells,Homo sapiens,20321,3026,12,0,,normal,macrophage,False,True,False,False,True,32e8a3d7-7b15-4f80-a0ff-6d2fc531e972.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9ff99bf8-2524-4ab5-ab6e-4bc218e4a449,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,Integrated data,Homo sapiens,42901,2933,7,0,,normal,macrophage,False,True,False,False,True,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3dc61ca1-ce40-46b6-8337-f27260fd9a03,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,All cells,Homo sapiens,71752,2871,12,0,,normal,macrophage,False,True,False,False,True,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1c9eb291-6d31-47e1-96b2-129b5e1ae64f,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Muscle,Homo sapiens,46772,2761,6,0,,normal,macrophage; monocyte,False,True,False,False,True,1c9eb291-6d31-47e1-96b2-129b5e1ae64f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
18eb630b-a754-4111-8cd4-c24ec80aa5ec,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Lymph_Node,Homo sapiens,129062,2560,6,0,,normal,macrophage; monocyte,False,True,False,False,True,18eb630b-a754-4111-8cd4-c24ec80aa5ec.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
24ec2dc5-3573-4d66-a9e1-25b7dcf43e27,48259aa8-f168-4bf5-b797-af8e88da6637,Human breast cell atlas,HBCA - immune,Homo sapiens,25382,2548,52,0,,normal,macrophage,False,True,False,False,True,24ec2dc5-3573-4d66-a9e1-25b7dcf43e27.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
4f1555bc-4664-46c3-a606-78d34dd10d92,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Bone_Marrow,Homo sapiens,27112,2398,7,0,,normal,macrophage; monocyte,False,True,False,False,True,4f1555bc-4664-46c3-a606-78d34dd10d92.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
124744b8-4681-474a-9894-683896122708,c353707f-09a4-4f12-92a0-cb741e57e5f0,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,Homo sapiens,15457,2228,5,0,,normal,macrophage,False,True,False,False,True,124744b8-4681-474a-9894-683896122708.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
90d4a63b-5c02-43eb-acde-c49345681601,d36ca85c-3e8b-444c-ba3e-a645040c6185,A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing,Fallopian tube RNA,Homo sapiens,60574,2213,7,0,,normal,macrophage,False,True,False,False,True,90d4a63b-5c02-43eb-acde-c49345681601.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8f3e7fcf-0b16-4a29-a5f1-a7a8b267d689,ab6823e0-506e-461b-b1f9-d30e69a01687,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,All cells type from five healthy donors,Homo sapiens,50992,2187,5,0,,normal,macrophage,False,True,False,False,True,8f3e7fcf-0b16-4a29-a5f1-a7a8b267d689.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1873a18a-66fd-4a4d-8277-a872c93f5b59,0c8a364b-97b5-4cc8-a593-23c38c6f0ac5,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,All cells types from snRNA-seq of human primary sclerosing cholangitis patients and healthy controls,Homo sapiens,105780,2162,13,0,,normal,macrophage; monocyte,False,True,False,False,True,1873a18a-66fd-4a4d-8277-a872c93f5b59.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1ab4ebbc-18d6-4838-89c2-cdc5b10accfb,54004c5c-af08-4693-a606-73871b6ef989,Cystic Fibrosis and healthy control biopsy,Cystic Fibrosis and healthy control biopsies,Homo sapiens,96479,2146,19,0,,normal,macrophage; monocyte,False,True,False,False,True,1ab4ebbc-18d6-4838-89c2-cdc5b10accfb.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9fcb0b73-c734-40a5-be9c-ace7eea401c9,71f4bccf-53d4-4c12-9e80-e73bfb89e398,An Integrated Single Cell Atlas of Human Periodontitis,An Integrated Single Cell Meta-atlas of Human Periodontitis,Homo sapiens,105918,2129,34,0,,normal,macrophage,False,True,False,False,True,9fcb0b73-c734-40a5-be9c-ace7eea401c9.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9ba03780-4b13-44bc-a7d3-ce532ea0a856,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Stomach,Homo sapiens,33064,2117,3,0,,normal,macrophage; monocyte,False,True,False,False,True,9ba03780-4b13-44bc-a7d3-ce532ea0a856.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3f32121d-126b-4e8d-9f69-d86502d2a1b1,7651ac1a-f947-463a-9223-a9e408a41989,Insulin is expressed by enteroendocrine cells during human fetal development,fetal and neonatal human small intestine cells,Homo sapiens,36359,2056,6,0,,normal,macrophage,False,True,False,False,True,3f32121d-126b-4e8d-9f69-d86502d2a1b1.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
acd544d0-4d8b-46c7-98b3-fc48f7e6fdb7,579203e2-182f-47bc-8230-7aa47247e2a4,Exploring cellular changes in ruptured human quadriceps tendons at single-cell resolution,snRNA-seq of the human quadriceps tendon,Homo sapiens,12808,1976,6,0,,normal,macrophage,False,True,False,False,True,acd544d0-4d8b-46c7-98b3-fc48f7e6fdb7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a22a3aeb-5e68-4084-8a45-94b42015adf8,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Mucosal Atlas,Homo sapiens,87000,1925,26,0,,normal,macrophage,False,True,False,False,True,a22a3aeb-5e68-4084-8a45-94b42015adf8.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8a95341f-f023-4bff-a1d5-52c7003ab65a,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Mucosal Immune Atlas,Homo sapiens,23064,1878,27,0,,normal,macrophage,False,True,False,False,True,8a95341f-f023-4bff-a1d5-52c7003ab65a.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1a2e3350-28a8-4f49-b33c-5b67ceb001f6,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,Fetal Bone Marrow (10x),Homo sapiens,103228,1846,9,0,,normal,macrophage,False,True,False,False,True,1a2e3350-28a8-4f49-b33c-5b67ceb001f6.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
f01bdd17-4902-40f5-86e3-240d66dd2587,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Salivary_Gland,Homo sapiens,39821,1722,4,0,,normal,macrophage; monocyte,False,True,False,False,True,f01bdd17-4902-40f5-86e3-240d66dd2587.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
7bb64315-9e5a-41b9-9235-59acf9642a3e,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,UMAP of Cancer Data integration,Homo sapiens,293823,1664,41,0,,normal,macrophage; monocyte,False,True,False,False,True,7bb64315-9e5a-41b9-9235-59acf9642a3e.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e5233a94-9e43-418c-8209-6f1400c31530,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,UMAP of all data,Homo sapiens,146583,1664,41,0,,normal,macrophage; monocyte,False,True,False,False,True,e5233a94-9e43-418c-8209-6f1400c31530.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d967b47c-a9e6-4337-b2f4-977f690cb67f,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,Trabecular Meshwork and Corneal Scleral wedge,Homo sapiens,52309,1655,4,0,,normal,macrophage,False,True,False,False,True,d967b47c-a9e6-4337-b2f4-977f690cb67f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
61af564d-e5ea-4d34-a0f3-2668a00db376,77446b76-1c2d-4a71-8e59-0efd4374d98e,Single-nucleus chromatin accessibility and transcriptomic map of breast tissues of women of diverse genetic ancestry,snRNA-seq analyses of breast tissues of healthy women of diverse genetic ancestry,Homo sapiens,51367,1640,16,0,,normal,macrophage,False,True,False,False,True,61af564d-e5ea-4d34-a0f3-2668a00db376.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1196334f-a441-474a-95ee-400780941690,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,Ciliary Body,Homo sapiens,34132,1631,4,0,,normal,macrophage,False,True,False,False,True,1196334f-a441-474a-95ee-400780941690.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
842c6f5d-4a94-4eef-8510-8c792d1124bc,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,scRNA-seq data - all cells,Homo sapiens,714331,1615,107,0,,normal,macrophage,False,True,False,False,True,842c6f5d-4a94-4eef-8510-8c792d1124bc.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a6388a6f-6076-401b-9b30-7d4306a20035,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,scRNA-seq data - myeloid cells,Homo sapiens,30789,1615,107,0,,normal,macrophage,False,True,False,False,True,a6388a6f-6076-401b-9b30-7d4306a20035.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
ff45e623-7f5f-46e3-b47d-56be0341f66b,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Pancreas,Homo sapiens,14140,1603,3,0,,normal,macrophage; monocyte,False,True,False,False,True,ff45e623-7f5f-46e3-b47d-56be0341f66b.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
ae45e70d-cae7-45f5-8ee8-6655f208273c,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Pulp Atlas,Homo sapiens,50927,1555,12,0,,normal,macrophage,False,True,False,False,True,ae45e70d-cae7-45f5-8ee8-6655f208273c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
456e8b9b-f872-488b-871d-94534090a865,a72afd53-ab92-4511-88da-252fb0e26b9a,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Homo sapiens,44721,1348,13,0,,normal,monocyte,False,True,False,False,True,456e8b9b-f872-488b-871d-94534090a865.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e22482ee-19e8-40bc-9f6e-541dc3c82c20,2a0b02c0-fea6-47bd-92b9-9b03f5d2580c,Single cell dissection of plasma cell heterogeneity in symptomatic and asymptomatic myeloma,All cells,Homo sapiens,54753,1330,55,0,,normal,macrophage; monocyte,False,True,False,False,True,e22482ee-19e8-40bc-9f6e-541dc3c82c20.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
32b9bdce-2481-4c85-ba1b-6ad5fcea844c,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),Homo sapiens,107344,1322,35,0,,normal,monocyte,False,True,False,False,True,32b9bdce-2481-4c85-ba1b-6ad5fcea844c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,Homo sapiens,255901,1128,23,0,,normal,macrophage; monocyte,False,True,False,False,True,cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
771c7f5e-01c9-4faf-ab7f-ee8a7cf9d285,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Gland Atlas,Homo sapiens,50240,1092,13,0,,normal,macrophage,False,True,False,False,True,771c7f5e-01c9-4faf-ab7f-ee8a7cf9d285.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d77ec7d6-ef2e-49d6-9e79-05b7f8881484,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Prostate,Homo sapiens,21030,1022,3,0,,normal,macrophage,False,True,False,False,True,d77ec7d6-ef2e-49d6-9e79-05b7f8881484.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
6ec405bb-4727-4c6d-ab4e-01fe489af7ea,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Uterus,Homo sapiens,22029,950,2,0,,normal,macrophage; monocyte,False,True,False,False,True,6ec405bb-4727-4c6d-ab4e-01fe489af7ea.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
0b4a15a7-4e9e-4555-9733-2423e5c66469,a98b828a-622a-483a-80e0-15703678befd,HCA kidney seed network: University of Michigan,Single cell RNA-seq data from normal adult kidney tissue,Homo sapiens,48783,850,18,0,,normal,monocyte,False,True,False,False,True,0b4a15a7-4e9e-4555-9733-2423e5c66469.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e595c979-c2de-4dad-8c02-8334a8e56de6,4fefa187-5d14-4f1e-915b-c892ed320aab,A human embryonic limb cell atlas resolved in space and time,human_limb_scRNAseq,Homo sapiens,125955,819,25,0,,normal,macrophage; monocyte,False,True,False,False,True,e595c979-c2de-4dad-8c02-8334a8e56de6.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e6a11140-2545-46bc-929e-da243eed2cae,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Heart,Homo sapiens,25832,815,6,0,,normal,macrophage; monocyte,False,True,False,False,True,e6a11140-2545-46bc-929e-da243eed2cae.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
0ced5e76-6040-47ff-8a72-93847965afc0,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Thymus,Homo sapiens,42729,796,5,0,,normal,macrophage; monocyte,False,True,False,False,True,0ced5e76-6040-47ff-8a72-93847965afc0.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d8732da6-8d1d-42d9-b625-f2416c30054b,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Trachea,Homo sapiens,22671,793,5,0,,normal,macrophage; monocyte,False,True,False,False,True,d8732da6-8d1d-42d9-b625-f2416c30054b.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
55cf0ea3-9d2b-4294-871e-bb4b49a79fc7,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Tongue,Homo sapiens,38754,709,4,0,,normal,macrophage; monocyte,False,True,False,False,True,55cf0ea3-9d2b-4294-871e-bb4b49a79fc7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
93325b5c-19bb-4481-aeda-738209650945,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Buccal and Labial Atlas,Homo sapiens,29478,699,10,0,,normal,macrophage,False,True,False,False,True,93325b5c-19bb-4481-aeda-738209650945.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
29244e1d-02e6-4133-b411-516ef7474638,fc19ae6c-d7c1-4dce-b703-62c5d52061b4,A spatial human thymus cell atlas mapped to a continuous tissue axis,thymus scRNA-seq atlas,Homo sapiens,482651,695,22,0,,normal,macrophage; monocyte,False,True,False,False,True,29244e1d-02e6-4133-b411-516ef7474638.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
2ba40233-8576-4dec-a5f1-2adfa115e2dc,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Mammary,Homo sapiens,30936,685,2,0,,normal,macrophage,False,True,False,False,True,2ba40233-8576-4dec-a5f1-2adfa115e2dc.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
13b61a7d-5605-4948-ba48-02c588960143,35d0b748-3eed-43a5-a1c4-1dade5ec5ca0,Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19,Nasopharynx,Homo sapiens,32588,681,37,0,,normal,macrophage,False,True,False,False,True,13b61a7d-5605-4948-ba48-02c588960143.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
bad6524a-f122-4e9f-927c-cc7776674d5e,065ad318-59fd-4f8c-b4b1-66caa7665409,Human Oral and Craniofacial Cell Atlas,Major Salivary Gland Atlas,Homo sapiens,18772,676,4,0,,normal,macrophage,False,True,False,False,True,bad6524a-f122-4e9f-927c-cc7776674d5e.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
3241c34f-581a-4de3-81fe-28e3de182680,126afc71-47fb-4e9d-8aaf-9d9f61e0ac77,Persistent T cell unresponsiveness associated with chronic visceral leishmaniasis in HIV-coinfected patients,Cross-sectional,Homo sapiens,17308,665,9,0,,normal,monocyte,False,True,False,False,True,3241c34f-581a-4de3-81fe-28e3de182680.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
c7775e88-49bf-4ba2-a03b-93f00447c958,ddfad306-714d-4cc0-9985-d9072820c530,Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,Homo sapiens,647366,649,45,0,,normal,monocyte,False,True,False,False,True,c7775e88-49bf-4ba2-a03b-93f00447c958.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9a281de7-cee5-4e80-8584-1929f46f152f,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,Iris,Homo sapiens,57422,600,6,0,,normal,macrophage,False,True,False,False,True,9a281de7-cee5-4e80-8584-1929f46f152f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
