path,stage_or_source,artifact_class,joinability_status,recommended_use,columns_sample
results/tables/v2_1_fine_bridge_06_latent_jacobian_module_annotations.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;latent_dim;latent_factor;module;correlation;abs_correlation
results/tables/v2_1_fine_bridge_06_latent_jacobian_top_edges.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;source_latent_dim;source_latent_factor;target_latent_dim;target_latent_factor;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation
results/tables/v2_1_gse174367_cell_trajectory_scores.csv,v2_1,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,Barcode;SampleID;Diagnosis;Batch;Cell.Type;cluster;Age;Sex;PMI;Tangle.Stage;Plaque.Stage;RIN;condition;external_donor_id;tangle_stage_numeric;plaque_stage_numeric;matrix_barcode;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score
results/tables/v2_1_gse174367_donor_trajectory_scores.csv,v2_1,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,external_donor_id;n_cells;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score;condition;Diagnosis;Age;Sex;PMI;RIN;Batch;Tangle.Stage;Plaque.Stage;tangle_stage_numeric;plaque_stage_numeric
results/tables/v2_1_upgrade_fine_08_latent_gene_attributions.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;latent_dimension;latent_id;rank;gene;signed_attribution;abs_attribution;module_annotations;is_hpa_fda_drug_target;is_hpa_predicted_membrane;is_hpa_predicted_secreted
results/tables/v2_1_upgrade_fine_08_latent_jacobian_matrix.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23
results/tables/v2_1_upgrade_fine_08_latent_jacobian_module_annotations.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;latent_dim;latent_factor;module;correlation;abs_correlation
results/tables/v2_1_upgrade_fine_08_latent_jacobian_top_edges.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;source_latent_dim;source_latent_factor;target_latent_dim;target_latent_factor;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation
results/tables/v2_2_abeta_responsive_microglia_cell_scores_summary.csv,v2_2,cell_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;Donor ID;abeta_axis_score_z;predicted_6e10_from_abeta_axis;abeta_responder_group;canonical_plaque_microglia_score
results/tables/v2_2_abeta_responsive_microglia_smoke_cell_scores_summary.csv,v2_2,cell_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;Donor ID;abeta_axis_score_z;predicted_6e10_from_abeta_axis;abeta_responder_group;canonical_plaque_microglia_score
