target,target_key,gene,module,hypothesis_type,candidate_or_module,validation_category,proposed_next_step,required_data_or_assay,expected_output_if_run_later,stage36d_status,key_limitation,allowed_claim_if_completed_later,disallowed_claim_language_now
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAMP2,module_pca_component_2,gene_level,LAMP2,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis LAMP2; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
6e10/Aβ,6e10/A_beta,,module_pca_component_1,module_level,module_pca_component_1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,,module_at8_associated_first_pass,module_level,module_at8_associated_first_pass,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis module_at8_associated_first_pass; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,,module_pca_component_1,module_level,module_pca_component_1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,,module_pca_component_1,module_level,module_pca_component_1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis module_pca_component_1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,,module_pca_component_2,module_level,module_pca_component_2,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis module_pca_component_2; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
